,channel,name,tempo,note_midi_value,note_seconds,octave,note_value,note_name,angle
8,0.0,,,76.0,0.0,6.0,4.0,E,120
10,0.0,,,76.0,0.125,6.0,4.0,E,120
12,0.0,,,76.0,0.375,6.0,4.0,E,120
14,0.0,,,72.0,0.625,6.0,0.0,C,0
16,0.0,,,76.0,0.75,6.0,4.0,E,120
18,0.0,,,79.0,1.0,6.0,7.0,C#,210
20,0.0,,,72.0,2.0,6.0,0.0,C,0
22,0.0,,,67.0,2.375,5.0,7.0,C#,210
24,0.0,,,64.0,2.75,5.0,4.0,E,120
26,0.0,,,69.0,3.125,5.0,9.0,D#,270
28,0.0,,,71.0,3.375,5.0,11.0,F,330
30,0.0,,,70.0,3.625,5.0,10.0,A#,300
32,0.0,,,69.0,3.75,5.0,9.0,D#,270
34,0.0,,,67.0,4.0,5.0,7.0,C#,210
36,0.0,,,76.0,4.166666666666666,6.0,4.0,E,120
38,0.0,,,79.0,4.333333333333333,6.0,7.0,C#,210
40,0.0,,,81.0,4.5,6.0,9.0,D#,270
42,0.0,,,77.0,4.75,6.0,5.0,B,150
44,0.0,,,79.0,4.875,6.0,7.0,C#,210
46,0.0,,,76.0,5.125,6.0,4.0,E,120
48,0.0,,,72.0,5.375,6.0,0.0,C,0
50,0.0,,,74.0,5.5,6.0,2.0,D,60
52,0.0,,,71.0,5.625,5.0,11.0,F,330
54,0.0,,,72.0,6.0,6.0,0.0,C,0
56,0.0,,,67.0,6.375,5.0,7.0,C#,210
58,0.0,,,64.0,6.75,5.0,4.0,E,120
60,0.0,,,69.0,7.125,5.0,9.0,D#,270
62,0.0,,,71.0,7.375,5.0,11.0,F,330
64,0.0,,,70.0,7.625,5.0,10.0,A#,300
66,0.0,,,69.0,7.75,5.0,9.0,D#,270
68,0.0,,,67.0,8.0,5.0,7.0,C#,210
70,0.0,,,76.0,8.166666666666666,6.0,4.0,E,120
72,0.0,,,79.0,8.333333333333332,6.0,7.0,C#,210
74,0.0,,,81.0,8.5,6.0,9.0,D#,270
76,0.0,,,77.0,8.75,6.0,5.0,B,150
78,0.0,,,79.0,8.875,6.0,7.0,C#,210
80,0.0,,,76.0,9.125,6.0,4.0,E,120
82,0.0,,,72.0,9.375,6.0,0.0,C,0
84,0.0,,,74.0,9.5,6.0,2.0,D,60
86,0.0,,,71.0,9.625,5.0,11.0,F,330
88,0.0,,,79.0,10.25,6.0,7.0,C#,210
90,0.0,,,78.0,10.375,6.0,6.0,F#,180
92,0.0,,,77.0,10.5,6.0,5.0,B,150
94,0.0,,,75.0,10.625,6.0,3.0,A,90
96,0.0,,,76.0,10.875,6.0,4.0,E,120
98,0.0,,,68.0,11.125,5.0,8.0,G#,240
100,0.0,,,69.0,11.25,5.0,9.0,D#,270
102,0.0,,,72.0,11.375,6.0,0.0,C,0
104,0.0,,,69.0,11.625,5.0,9.0,D#,270
106,0.0,,,72.0,11.75,6.0,0.0,C,0
108,0.0,,,74.0,11.875,6.0,2.0,D,60
110,0.0,,,79.0,12.25,6.0,7.0,C#,210
112,0.0,,,78.0,12.375,6.0,6.0,F#,180
114,0.0,,,77.0,12.5,6.0,5.0,B,150
116,0.0,,,75.0,12.625,6.0,3.0,A,90
118,0.0,,,76.0,12.875,6.0,4.0,E,120
120,0.0,,,84.0,13.125,7.0,0.0,C,0
122,0.0,,,84.0,13.375,7.0,0.0,C,0
124,0.0,,,84.0,13.5,7.0,0.0,C,0
126,0.0,,,79.0,14.25,6.0,7.0,C#,210
128,0.0,,,78.0,14.375,6.0,6.0,F#,180
130,0.0,,,77.0,14.5,6.0,5.0,B,150
132,0.0,,,75.0,14.625,6.0,3.0,A,90
134,0.0,,,76.0,14.875,6.0,4.0,E,120
136,0.0,,,68.0,15.125,5.0,8.0,G#,240
138,0.0,,,69.0,15.25,5.0,9.0,D#,270
140,0.0,,,72.0,15.375,6.0,0.0,C,0
142,0.0,,,69.0,15.625,5.0,9.0,D#,270
144,0.0,,,72.0,15.75,6.0,0.0,C,0
146,0.0,,,74.0,15.875,6.0,2.0,D,60
148,0.0,,,75.0,16.25,6.0,3.0,A,90
150,0.0,,,74.0,16.625,6.0,2.0,D,60
152,0.0,,,72.0,17.0,6.0,0.0,C,0
154,0.0,,,79.0,18.25,6.0,7.0,C#,210
156,0.0,,,78.0,18.375,6.0,6.0,F#,180
158,0.0,,,77.0,18.5,6.0,5.0,B,150
160,0.0,,,75.0,18.625,6.0,3.0,A,90
162,0.0,,,76.0,18.875,6.0,4.0,E,120
164,0.0,,,68.0,19.125,5.0,8.0,G#,240
166,0.0,,,69.0,19.25,5.0,9.0,D#,270
168,0.0,,,72.0,19.375,6.0,0.0,C,0
170,0.0,,,69.0,19.625,5.0,9.0,D#,270
172,0.0,,,72.0,19.75,6.0,0.0,C,0
174,0.0,,,74.0,19.875,6.0,2.0,D,60
176,0.0,,,79.0,20.25,6.0,7.0,C#,210
178,0.0,,,78.0,20.375,6.0,6.0,F#,180
180,0.0,,,77.0,20.5,6.0,5.0,B,150
182,0.0,,,75.0,20.625,6.0,3.0,A,90
184,0.0,,,76.0,20.875,6.0,4.0,E,120
186,0.0,,,84.0,21.125,7.0,0.0,C,0
188,0.0,,,84.0,21.375,7.0,0.0,C,0
190,0.0,,,84.0,21.5,7.0,0.0,C,0
192,0.0,,,79.0,22.25,6.0,7.0,C#,210
194,0.0,,,78.0,22.375,6.0,6.0,F#,180
196,0.0,,,77.0,22.5,6.0,5.0,B,150
198,0.0,,,75.0,22.625,6.0,3.0,A,90
200,0.0,,,76.0,22.875,6.0,4.0,E,120
202,0.0,,,68.0,23.125,5.0,8.0,G#,240
204,0.0,,,69.0,23.25,5.0,9.0,D#,270
206,0.0,,,72.0,23.375,6.0,0.0,C,0
208,0.0,,,69.0,23.625,5.0,9.0,D#,270
210,0.0,,,72.0,23.75,6.0,0.0,C,0
212,0.0,,,74.0,23.875,6.0,2.0,D,60
214,0.0,,,75.0,24.25,6.0,3.0,A,90
216,0.0,,,74.0,24.625,6.0,2.0,D,60
218,0.0,,,72.0,25.0,6.0,0.0,C,0
220,0.0,,,72.0,26.0,6.0,0.0,C,0
222,0.0,,,72.0,26.125,6.0,0.0,C,0
224,0.0,,,72.0,26.375,6.0,0.0,C,0
226,0.0,,,72.0,26.625,6.0,0.0,C,0
228,0.0,,,74.0,26.75,6.0,2.0,D,60
230,0.0,,,76.0,27.0,6.0,4.0,E,120
232,0.0,,,72.0,27.125,6.0,0.0,C,0
234,0.0,,,69.0,27.375,5.0,9.0,D#,270
236,0.0,,,67.0,27.5,5.0,7.0,C#,210
238,0.0,,,72.0,28.0,6.0,0.0,C,0
240,0.0,,,72.0,28.125,6.0,0.0,C,0
242,0.0,,,72.0,28.375,6.0,0.0,C,0
244,0.0,,,72.0,28.625,6.0,0.0,C,0
246,0.0,,,74.0,28.75,6.0,2.0,D,60
248,0.0,,,76.0,28.875,6.0,4.0,E,120
250,0.0,,,72.0,30.0,6.0,0.0,C,0
252,0.0,,,72.0,30.125,6.0,0.0,C,0
254,0.0,,,72.0,30.375,6.0,0.0,C,0
256,0.0,,,72.0,30.625,6.0,0.0,C,0
258,0.0,,,74.0,30.75,6.0,2.0,D,60
260,0.0,,,76.0,31.0,6.0,4.0,E,120
262,0.0,,,72.0,31.125,6.0,0.0,C,0
264,0.0,,,69.0,31.375,5.0,9.0,D#,270
266,0.0,,,67.0,31.5,5.0,7.0,C#,210
268,0.0,,,76.0,32.0,6.0,4.0,E,120
270,0.0,,,76.0,32.125,6.0,4.0,E,120
272,0.0,,,76.0,32.375,6.0,4.0,E,120
274,0.0,,,72.0,32.625,6.0,0.0,C,0
276,0.0,,,76.0,32.75,6.0,4.0,E,120
278,0.0,,,79.0,33.0,6.0,7.0,C#,210
280,0.0,,,72.0,34.0,6.0,0.0,C,0
282,0.0,,,67.0,34.375,5.0,7.0,C#,210
284,0.0,,,64.0,34.75,5.0,4.0,E,120
286,0.0,,,69.0,35.125,5.0,9.0,D#,270
288,0.0,,,71.0,35.375,5.0,11.0,F,330
290,0.0,,,70.0,35.625,5.0,10.0,A#,300
292,0.0,,,69.0,35.75,5.0,9.0,D#,270
294,0.0,,,67.0,36.0,5.0,7.0,C#,210
296,0.0,,,76.0,36.166666666666664,6.0,4.0,E,120
298,0.0,,,79.0,36.33333333333333,6.0,7.0,C#,210
300,0.0,,,81.0,36.5,6.0,9.0,D#,270
302,0.0,,,77.0,36.75,6.0,5.0,B,150
304,0.0,,,79.0,36.875,6.0,7.0,C#,210
306,0.0,,,76.0,37.125,6.0,4.0,E,120
308,0.0,,,72.0,37.375,6.0,0.0,C,0
310,0.0,,,74.0,37.5,6.0,2.0,D,60
312,0.0,,,71.0,37.625,5.0,11.0,F,330
314,0.0,,,72.0,38.0,6.0,0.0,C,0
316,0.0,,,67.0,38.375,5.0,7.0,C#,210
318,0.0,,,64.0,38.75,5.0,4.0,E,120
320,0.0,,,69.0,39.125,5.0,9.0,D#,270
322,0.0,,,71.0,39.375,5.0,11.0,F,330
324,0.0,,,70.0,39.625,5.0,10.0,A#,300
326,0.0,,,69.0,39.75,5.0,9.0,D#,270
328,0.0,,,67.0,40.0,5.0,7.0,C#,210
330,0.0,,,76.0,40.166666666666664,6.0,4.0,E,120
332,0.0,,,79.0,40.33333333333333,6.0,7.0,C#,210
334,0.0,,,81.0,40.5,6.0,9.0,D#,270
336,0.0,,,77.0,40.75,6.0,5.0,B,150
338,0.0,,,79.0,40.875,6.0,7.0,C#,210
340,0.0,,,76.0,41.125,6.0,4.0,E,120
342,0.0,,,72.0,41.375,6.0,0.0,C,0
344,0.0,,,74.0,41.5,6.0,2.0,D,60
346,0.0,,,71.0,41.625,5.0,11.0,F,330
348,0.0,,,76.0,42.0,6.0,4.0,E,120
350,0.0,,,72.0,42.125,6.0,0.0,C,0
352,0.0,,,67.0,42.375,5.0,7.0,C#,210
354,0.0,,,68.0,42.75,5.0,8.0,G#,240
356,0.0,,,69.0,43.0,5.0,9.0,D#,270
358,0.0,,,77.0,43.125,6.0,5.0,B,150
360,0.0,,,77.0,43.375,6.0,5.0,B,150
362,0.0,,,69.0,43.5,5.0,9.0,D#,270
364,0.0,,,71.0,44.0,5.0,11.0,F,330
366,0.0,,,81.0,44.166666666666664,6.0,9.0,D#,270
368,0.0,,,81.0,44.33333333333333,6.0,9.0,D#,270
370,0.0,,,81.0,44.5,6.0,9.0,D#,270
372,0.0,,,79.0,44.666666666666664,6.0,7.0,C#,210
374,0.0,,,77.0,44.83333333333333,6.0,5.0,B,150
376,0.0,,,76.0,45.0,6.0,4.0,E,120
378,0.0,,,72.0,45.125,6.0,0.0,C,0
380,0.0,,,69.0,45.375,5.0,9.0,D#,270
382,0.0,,,67.0,45.5,5.0,7.0,C#,210
384,0.0,,,76.0,46.0,6.0,4.0,E,120
386,0.0,,,72.0,46.125,6.0,0.0,C,0
388,0.0,,,67.0,46.375,5.0,7.0,C#,210
390,0.0,,,68.0,46.75,5.0,8.0,G#,240
392,0.0,,,69.0,47.0,5.0,9.0,D#,270
394,0.0,,,77.0,47.125,6.0,5.0,B,150
396,0.0,,,77.0,47.375,6.0,5.0,B,150
398,0.0,,,69.0,47.5,5.0,9.0,D#,270
400,0.0,,,71.0,48.0,5.0,11.0,F,330
402,0.0,,,77.0,48.125,6.0,5.0,B,150
404,0.0,,,77.0,48.375,6.0,5.0,B,150
406,0.0,,,77.0,48.5,6.0,5.0,B,150
408,0.0,,,76.0,48.666666666666664,6.0,4.0,E,120
410,0.0,,,74.0,48.83333333333333,6.0,2.0,D,60
412,0.0,,,72.0,49.0,6.0,0.0,C,0
414,0.0,,,76.0,50.0,6.0,4.0,E,120
416,0.0,,,72.0,50.125,6.0,0.0,C,0
418,0.0,,,67.0,50.375,5.0,7.0,C#,210
420,0.0,,,68.0,50.75,5.0,8.0,G#,240
422,0.0,,,69.0,51.0,5.0,9.0,D#,270
424,0.0,,,77.0,51.125,6.0,5.0,B,150
426,0.0,,,77.0,51.375,6.0,5.0,B,150
428,0.0,,,69.0,51.5,5.0,9.0,D#,270
430,0.0,,,71.0,52.0,5.0,11.0,F,330
432,0.0,,,81.0,52.166666666666664,6.0,9.0,D#,270
434,0.0,,,81.0,52.33333333333333,6.0,9.0,D#,270
436,0.0,,,81.0,52.5,6.0,9.0,D#,270
438,0.0,,,79.0,52.666666666666664,6.0,7.0,C#,210
440,0.0,,,77.0,52.83333333333333,6.0,5.0,B,150
442,0.0,,,76.0,53.0,6.0,4.0,E,120
444,0.0,,,72.0,53.125,6.0,0.0,C,0
446,0.0,,,69.0,53.375,5.0,9.0,D#,270
448,0.0,,,67.0,53.5,5.0,7.0,C#,210
450,0.0,,,76.0,54.0,6.0,4.0,E,120
452,0.0,,,72.0,54.125,6.0,0.0,C,0
454,0.0,,,67.0,54.375,5.0,7.0,C#,210
456,0.0,,,68.0,54.75,5.0,8.0,G#,240
458,0.0,,,69.0,55.0,5.0,9.0,D#,270
460,0.0,,,77.0,55.125,6.0,5.0,B,150
462,0.0,,,77.0,55.375,6.0,5.0,B,150
464,0.0,,,69.0,55.5,5.0,9.0,D#,270
466,0.0,,,71.0,56.0,5.0,11.0,F,330
468,0.0,,,77.0,56.125,6.0,5.0,B,150
470,0.0,,,77.0,56.375,6.0,5.0,B,150
472,0.0,,,77.0,56.5,6.0,5.0,B,150
474,0.0,,,76.0,56.666666666666664,6.0,4.0,E,120
476,0.0,,,74.0,56.83333333333333,6.0,2.0,D,60
478,0.0,,,72.0,57.0,6.0,0.0,C,0
480,0.0,,,72.0,58.0,6.0,0.0,C,0
482,0.0,,,72.0,58.125,6.0,0.0,C,0
484,0.0,,,72.0,58.375,6.0,0.0,C,0
486,0.0,,,72.0,58.625,6.0,0.0,C,0
488,0.0,,,74.0,58.75,6.0,2.0,D,60
490,0.0,,,76.0,59.0,6.0,4.0,E,120
492,0.0,,,72.0,59.125,6.0,0.0,C,0
494,0.0,,,69.0,59.375,5.0,9.0,D#,270
496,0.0,,,67.0,59.5,5.0,7.0,C#,210
498,0.0,,,72.0,60.0,6.0,0.0,C,0
500,0.0,,,72.0,60.125,6.0,0.0,C,0
502,0.0,,,72.0,60.375,6.0,0.0,C,0
504,0.0,,,72.0,60.625,6.0,0.0,C,0
506,0.0,,,74.0,60.75,6.0,2.0,D,60
508,0.0,,,76.0,60.875,6.0,4.0,E,120
510,0.0,,,72.0,62.0,6.0,0.0,C,0
512,0.0,,,72.0,62.125,6.0,0.0,C,0
514,0.0,,,72.0,62.375,6.0,0.0,C,0
516,0.0,,,72.0,62.625,6.0,0.0,C,0
518,0.0,,,74.0,62.75,6.0,2.0,D,60
520,0.0,,,76.0,63.0,6.0,4.0,E,120
522,0.0,,,72.0,63.125,6.0,0.0,C,0
524,0.0,,,69.0,63.375,5.0,9.0,D#,270
526,0.0,,,67.0,63.5,5.0,7.0,C#,210
528,0.0,,,76.0,64.0,6.0,4.0,E,120
530,0.0,,,76.0,64.125,6.0,4.0,E,120
532,0.0,,,76.0,64.375,6.0,4.0,E,120
534,0.0,,,72.0,64.625,6.0,0.0,C,0
536,0.0,,,76.0,64.75,6.0,4.0,E,120
538,0.0,,,79.0,65.0,6.0,7.0,C#,210
540,0.0,,,76.0,66.0,6.0,4.0,E,120
542,0.0,,,72.0,66.125,6.0,0.0,C,0
544,0.0,,,67.0,66.375,5.0,7.0,C#,210
546,0.0,,,68.0,66.75,5.0,8.0,G#,240
548,0.0,,,69.0,67.0,5.0,9.0,D#,270
550,0.0,,,77.0,67.125,6.0,5.0,B,150
552,0.0,,,77.0,67.375,6.0,5.0,B,150
554,0.0,,,69.0,67.5,5.0,9.0,D#,270
556,0.0,,,71.0,68.0,5.0,11.0,F,330
558,0.0,,,81.0,68.16666666666666,6.0,9.0,D#,270
560,0.0,,,81.0,68.33333333333333,6.0,9.0,D#,270
562,0.0,,,81.0,68.5,6.0,9.0,D#,270
564,0.0,,,79.0,68.66666666666666,6.0,7.0,C#,210
566,0.0,,,77.0,68.83333333333333,6.0,5.0,B,150
568,0.0,,,76.0,69.0,6.0,4.0,E,120
570,0.0,,,72.0,69.125,6.0,0.0,C,0
572,0.0,,,69.0,69.375,5.0,9.0,D#,270
574,0.0,,,67.0,69.5,5.0,7.0,C#,210
576,0.0,,,76.0,70.0,6.0,4.0,E,120
578,0.0,,,72.0,70.125,6.0,0.0,C,0
580,0.0,,,67.0,70.375,5.0,7.0,C#,210
582,0.0,,,68.0,70.75,5.0,8.0,G#,240
584,0.0,,,69.0,71.0,5.0,9.0,D#,270
586,0.0,,,77.0,71.125,6.0,5.0,B,150
588,0.0,,,77.0,71.375,6.0,5.0,B,150
590,0.0,,,69.0,71.5,5.0,9.0,D#,270
592,0.0,,,71.0,72.0,5.0,11.0,F,330
594,0.0,,,77.0,72.125,6.0,5.0,B,150
596,0.0,,,77.0,72.375,6.0,5.0,B,150
598,0.0,,,77.0,72.5,6.0,5.0,B,150
600,0.0,,,76.0,72.66666666666666,6.0,4.0,E,120
602,0.0,,,74.0,72.83333333333333,6.0,2.0,D,60
604,0.0,,,72.0,73.0,6.0,0.0,C,0
612,1.0,,,66.0,73.08333333333333,5.0,6.0,F#,180
614,1.0,,,66.0,73.20833333333333,5.0,6.0,F#,180
616,1.0,,,66.0,73.45833333333333,5.0,6.0,F#,180
618,1.0,,,66.0,73.70833333333333,5.0,6.0,F#,180
620,1.0,,,66.0,73.83333333333333,5.0,6.0,F#,180
622,1.0,,,71.0,74.08333333333333,5.0,11.0,F,330
624,1.0,,,67.0,74.58333333333333,5.0,7.0,C#,210
626,1.0,,,64.0,75.08333333333333,5.0,4.0,E,120
628,1.0,,,60.0,75.45833333333333,5.0,0.0,C,0
630,1.0,,,55.0,75.83333333333333,4.0,7.0,C#,210
632,1.0,,,60.0,76.20833333333333,5.0,0.0,C,0
634,1.0,,,62.0,76.45833333333333,5.0,2.0,D,60
636,1.0,,,61.0,76.70833333333333,5.0,1.0,G,30
638,1.0,,,60.0,76.83333333333333,5.0,0.0,C,0
640,1.0,,,60.0,77.08333333333333,5.0,0.0,C,0
642,1.0,,,67.0,77.25,5.0,7.0,C#,210
644,1.0,,,71.0,77.41666666666666,5.0,11.0,F,330
646,1.0,,,72.0,77.58333333333333,6.0,0.0,C,0
648,1.0,,,69.0,77.83333333333333,5.0,9.0,D#,270
650,1.0,,,71.0,77.95833333333333,5.0,11.0,F,330
652,1.0,,,69.0,78.20833333333333,5.0,9.0,D#,270
654,1.0,,,64.0,78.45833333333333,5.0,4.0,E,120
656,1.0,,,65.0,78.58333333333333,5.0,5.0,B,150
658,1.0,,,62.0,78.70833333333333,5.0,2.0,D,60
660,1.0,,,64.0,79.08333333333333,5.0,4.0,E,120
662,1.0,,,60.0,79.45833333333333,5.0,0.0,C,0
664,1.0,,,55.0,79.83333333333333,4.0,7.0,C#,210
666,1.0,,,60.0,80.20833333333333,5.0,0.0,C,0
668,1.0,,,62.0,80.45833333333333,5.0,2.0,D,60
670,1.0,,,61.0,80.70833333333333,5.0,1.0,G,30
672,1.0,,,60.0,80.83333333333333,5.0,0.0,C,0
674,1.0,,,60.0,81.08333333333333,5.0,0.0,C,0
676,1.0,,,67.0,81.25,5.0,7.0,C#,210
678,1.0,,,71.0,81.41666666666666,5.0,11.0,F,330
680,1.0,,,72.0,81.58333333333333,6.0,0.0,C,0
682,1.0,,,69.0,81.83333333333333,5.0,9.0,D#,270
684,1.0,,,71.0,81.95833333333333,5.0,11.0,F,330
686,1.0,,,69.0,82.20833333333333,5.0,9.0,D#,270
688,1.0,,,64.0,82.45833333333333,5.0,4.0,E,120
690,1.0,,,65.0,82.58333333333333,5.0,5.0,B,150
692,1.0,,,62.0,82.70833333333333,5.0,2.0,D,60
694,1.0,,,76.0,83.33333333333333,6.0,4.0,E,120
696,1.0,,,75.0,83.45833333333333,6.0,3.0,A,90
698,1.0,,,74.0,83.58333333333333,6.0,2.0,D,60
700,1.0,,,71.0,83.70833333333333,5.0,11.0,F,330
702,1.0,,,72.0,83.95833333333333,6.0,0.0,C,0
704,1.0,,,64.0,84.20833333333333,5.0,4.0,E,120
706,1.0,,,65.0,84.33333333333333,5.0,5.0,B,150
708,1.0,,,67.0,84.45833333333333,5.0,7.0,C#,210
710,1.0,,,60.0,84.70833333333333,5.0,0.0,C,0
712,1.0,,,64.0,84.83333333333333,5.0,4.0,E,120
714,1.0,,,65.0,84.95833333333333,5.0,5.0,B,150
716,1.0,,,76.0,85.33333333333333,6.0,4.0,E,120
718,1.0,,,75.0,85.45833333333333,6.0,3.0,A,90
720,1.0,,,74.0,85.58333333333333,6.0,2.0,D,60
722,1.0,,,71.0,85.70833333333333,5.0,11.0,F,330
724,1.0,,,72.0,85.95833333333333,6.0,0.0,C,0
726,1.0,,,77.0,86.20833333333333,6.0,5.0,B,150
728,1.0,,,77.0,86.45833333333333,6.0,5.0,B,150
730,1.0,,,77.0,86.58333333333333,6.0,5.0,B,150
732,1.0,,,76.0,87.33333333333333,6.0,4.0,E,120
734,1.0,,,75.0,87.45833333333333,6.0,3.0,A,90
