,channel,name,tempo,note_midi_value,note_seconds,octave,note_value,note_name,angle
736,1.0,,,74.0,87.58333333333333,6.0,2.0,D,60
738,1.0,,,71.0,87.70833333333333,5.0,11.0,F,330
740,1.0,,,72.0,87.95833333333333,6.0,0.0,C,0
742,1.0,,,64.0,88.20833333333333,5.0,4.0,E,120
744,1.0,,,65.0,88.33333333333333,5.0,5.0,B,150
746,1.0,,,67.0,88.45833333333333,5.0,7.0,C#,210
748,1.0,,,60.0,88.70833333333333,5.0,0.0,C,0
750,1.0,,,64.0,88.83333333333333,5.0,4.0,E,120
752,1.0,,,65.0,88.95833333333333,5.0,5.0,B,150
754,1.0,,,68.0,89.33333333333333,5.0,8.0,G#,240
756,1.0,,,65.0,89.70833333333333,5.0,5.0,B,150
758,1.0,,,64.0,90.08333333333333,5.0,4.0,E,120
760,1.0,,,76.0,91.33333333333333,6.0,4.0,E,120
762,1.0,,,75.0,91.45833333333333,6.0,3.0,A,90
764,1.0,,,74.0,91.58333333333333,6.0,2.0,D,60
766,1.0,,,71.0,91.70833333333333,5.0,11.0,F,330
768,1.0,,,72.0,91.95833333333333,6.0,0.0,C,0
770,1.0,,,64.0,92.20833333333333,5.0,4.0,E,120
772,1.0,,,65.0,92.33333333333333,5.0,5.0,B,150
774,1.0,,,67.0,92.45833333333333,5.0,7.0,C#,210
776,1.0,,,60.0,92.70833333333333,5.0,0.0,C,0
778,1.0,,,64.0,92.83333333333333,5.0,4.0,E,120
780,1.0,,,65.0,92.95833333333333,5.0,5.0,B,150
782,1.0,,,76.0,93.33333333333333,6.0,4.0,E,120
784,1.0,,,75.0,93.45833333333333,6.0,3.0,A,90
786,1.0,,,74.0,93.58333333333333,6.0,2.0,D,60
788,1.0,,,71.0,93.70833333333333,5.0,11.0,F,330
790,1.0,,,72.0,93.95833333333333,6.0,0.0,C,0
792,1.0,,,77.0,94.20833333333333,6.0,5.0,B,150
794,1.0,,,77.0,94.45833333333333,6.0,5.0,B,150
796,1.0,,,77.0,94.58333333333333,6.0,5.0,B,150
798,1.0,,,76.0,95.33333333333333,6.0,4.0,E,120
800,1.0,,,75.0,95.45833333333333,6.0,3.0,A,90
802,1.0,,,74.0,95.58333333333333,6.0,2.0,D,60
804,1.0,,,71.0,95.70833333333333,5.0,11.0,F,330
806,1.0,,,72.0,95.95833333333333,6.0,0.0,C,0
808,1.0,,,64.0,96.20833333333333,5.0,4.0,E,120
810,1.0,,,65.0,96.33333333333333,5.0,5.0,B,150
812,1.0,,,67.0,96.45833333333333,5.0,7.0,C#,210
814,1.0,,,60.0,96.70833333333333,5.0,0.0,C,0
816,1.0,,,64.0,96.83333333333333,5.0,4.0,E,120
818,1.0,,,65.0,96.95833333333333,5.0,5.0,B,150
820,1.0,,,68.0,97.33333333333333,5.0,8.0,G#,240
822,1.0,,,65.0,97.70833333333333,5.0,5.0,B,150
824,1.0,,,64.0,98.08333333333333,5.0,4.0,E,120
826,1.0,,,68.0,99.08333333333333,5.0,8.0,G#,240
828,1.0,,,68.0,99.20833333333333,5.0,8.0,G#,240
830,1.0,,,68.0,99.45833333333333,5.0,8.0,G#,240
832,1.0,,,68.0,99.70833333333333,5.0,8.0,G#,240
834,1.0,,,70.0,99.83333333333333,5.0,10.0,A#,300
836,1.0,,,67.0,100.08333333333333,5.0,7.0,C#,210
838,1.0,,,64.0,100.20833333333333,5.0,4.0,E,120
840,1.0,,,64.0,100.45833333333333,5.0,4.0,E,120
842,1.0,,,60.0,100.58333333333333,5.0,0.0,C,0
844,1.0,,,68.0,101.08333333333333,5.0,8.0,G#,240
846,1.0,,,68.0,101.20833333333333,5.0,8.0,G#,240
848,1.0,,,68.0,101.45833333333333,5.0,8.0,G#,240
850,1.0,,,68.0,101.70833333333333,5.0,8.0,G#,240
852,1.0,,,70.0,101.83333333333333,5.0,10.0,A#,300
854,1.0,,,67.0,101.95833333333333,5.0,7.0,C#,210
856,1.0,,,68.0,103.08333333333333,5.0,8.0,G#,240
858,1.0,,,68.0,103.20833333333333,5.0,8.0,G#,240
860,1.0,,,68.0,103.45833333333333,5.0,8.0,G#,240
862,1.0,,,68.0,103.70833333333333,5.0,8.0,G#,240
864,1.0,,,70.0,103.83333333333333,5.0,10.0,A#,300
866,1.0,,,67.0,104.08333333333333,5.0,7.0,C#,210
868,1.0,,,64.0,104.20833333333333,5.0,4.0,E,120
870,1.0,,,64.0,104.45833333333333,5.0,4.0,E,120
872,1.0,,,60.0,104.58333333333333,5.0,0.0,C,0
874,1.0,,,66.0,105.08333333333333,5.0,6.0,F#,180
876,1.0,,,66.0,105.20833333333333,5.0,6.0,F#,180
878,1.0,,,66.0,105.45833333333333,5.0,6.0,F#,180
880,1.0,,,66.0,105.70833333333333,5.0,6.0,F#,180
882,1.0,,,66.0,105.83333333333333,5.0,6.0,F#,180
884,1.0,,,71.0,106.08333333333333,5.0,11.0,F,330
886,1.0,,,67.0,106.58333333333333,5.0,7.0,C#,210
888,1.0,,,64.0,107.08333333333333,5.0,4.0,E,120
890,1.0,,,60.0,107.45833333333333,5.0,0.0,C,0
892,1.0,,,55.0,107.83333333333333,4.0,7.0,C#,210
894,1.0,,,60.0,108.20833333333333,5.0,0.0,C,0
896,1.0,,,62.0,108.45833333333333,5.0,2.0,D,60
898,1.0,,,61.0,108.70833333333333,5.0,1.0,G,30
900,1.0,,,60.0,108.83333333333333,5.0,0.0,C,0
902,1.0,,,60.0,109.08333333333333,5.0,0.0,C,0
904,1.0,,,67.0,109.25,5.0,7.0,C#,210
906,1.0,,,71.0,109.41666666666666,5.0,11.0,F,330
908,1.0,,,72.0,109.58333333333333,6.0,0.0,C,0
910,1.0,,,69.0,109.83333333333333,5.0,9.0,D#,270
912,1.0,,,71.0,109.95833333333333,5.0,11.0,F,330
914,1.0,,,69.0,110.20833333333333,5.0,9.0,D#,270
916,1.0,,,64.0,110.45833333333333,5.0,4.0,E,120
918,1.0,,,65.0,110.58333333333333,5.0,5.0,B,150
920,1.0,,,62.0,110.70833333333333,5.0,2.0,D,60
922,1.0,,,64.0,111.08333333333333,5.0,4.0,E,120
924,1.0,,,60.0,111.45833333333333,5.0,0.0,C,0
926,1.0,,,55.0,111.83333333333333,4.0,7.0,C#,210
928,1.0,,,60.0,112.20833333333333,5.0,0.0,C,0
930,1.0,,,62.0,112.45833333333333,5.0,2.0,D,60
932,1.0,,,61.0,112.70833333333333,5.0,1.0,G,30
934,1.0,,,60.0,112.83333333333333,5.0,0.0,C,0
936,1.0,,,60.0,113.08333333333333,5.0,0.0,C,0
938,1.0,,,67.0,113.25,5.0,7.0,C#,210
940,1.0,,,71.0,113.41666666666666,5.0,11.0,F,330
942,1.0,,,72.0,113.58333333333333,6.0,0.0,C,0
944,1.0,,,69.0,113.83333333333333,5.0,9.0,D#,270
946,1.0,,,71.0,113.95833333333333,5.0,11.0,F,330
948,1.0,,,69.0,114.20833333333333,5.0,9.0,D#,270
950,1.0,,,64.0,114.45833333333333,5.0,4.0,E,120
952,1.0,,,65.0,114.58333333333333,5.0,5.0,B,150
954,1.0,,,62.0,114.70833333333333,5.0,2.0,D,60
956,1.0,,,72.0,115.08333333333333,6.0,0.0,C,0
958,1.0,,,69.0,115.20833333333333,5.0,9.0,D#,270
960,1.0,,,64.0,115.45833333333333,5.0,4.0,E,120
962,1.0,,,64.0,115.83333333333333,5.0,4.0,E,120
964,1.0,,,65.0,116.08333333333333,5.0,5.0,B,150
966,1.0,,,72.0,116.20833333333333,6.0,0.0,C,0
968,1.0,,,72.0,116.45833333333333,6.0,0.0,C,0
970,1.0,,,65.0,116.58333333333333,5.0,5.0,B,150
972,1.0,,,67.0,117.08333333333333,5.0,7.0,C#,210
974,1.0,,,77.0,117.25,6.0,5.0,B,150
976,1.0,,,77.0,117.41666666666666,6.0,5.0,B,150
978,1.0,,,77.0,117.58333333333333,6.0,5.0,B,150
980,1.0,,,76.0,117.75,6.0,4.0,E,120
982,1.0,,,74.0,117.91666666666666,6.0,2.0,D,60
984,1.0,,,72.0,118.08333333333333,6.0,0.0,C,0
986,1.0,,,69.0,118.20833333333333,5.0,9.0,D#,270
988,1.0,,,65.0,118.45833333333333,5.0,5.0,B,150
990,1.0,,,64.0,118.58333333333333,5.0,4.0,E,120
992,1.0,,,72.0,119.08333333333333,6.0,0.0,C,0
994,1.0,,,69.0,119.20833333333333,5.0,9.0,D#,270
996,1.0,,,64.0,119.45833333333333,5.0,4.0,E,120
998,1.0,,,64.0,119.83333333333333,5.0,4.0,E,120
1000,1.0,,,65.0,120.08333333333333,5.0,5.0,B,150
1002,1.0,,,72.0,120.20833333333333,6.0,0.0,C,0
1004,1.0,,,72.0,120.45833333333333,6.0,0.0,C,0
1006,1.0,,,65.0,120.58333333333333,5.0,5.0,B,150
1008,1.0,,,67.0,121.08333333333333,5.0,7.0,C#,210
1010,1.0,,,74.0,121.20833333333333,6.0,2.0,D,60
1012,1.0,,,74.0,121.45833333333333,6.0,2.0,D,60
1014,1.0,,,74.0,121.58333333333333,6.0,2.0,D,60
1016,1.0,,,72.0,121.75,6.0,0.0,C,0
1018,1.0,,,71.0,121.91666666666666,5.0,11.0,F,330
1020,1.0,,,67.0,122.08333333333333,5.0,7.0,C#,210
1022,1.0,,,64.0,122.20833333333333,5.0,4.0,E,120
1024,1.0,,,64.0,122.45833333333333,5.0,4.0,E,120
1026,1.0,,,60.0,122.58333333333333,5.0,0.0,C,0
1028,1.0,,,72.0,123.08333333333333,6.0,0.0,C,0
1030,1.0,,,69.0,123.20833333333333,5.0,9.0,D#,270
1032,1.0,,,64.0,123.45833333333333,5.0,4.0,E,120
1034,1.0,,,64.0,123.83333333333333,5.0,4.0,E,120
1036,1.0,,,65.0,124.08333333333333,5.0,5.0,B,150
1038,1.0,,,72.0,124.20833333333333,6.0,0.0,C,0
1040,1.0,,,72.0,124.45833333333333,6.0,0.0,C,0
1042,1.0,,,65.0,124.58333333333333,5.0,5.0,B,150
1044,1.0,,,67.0,125.08333333333333,5.0,7.0,C#,210
1046,1.0,,,77.0,125.25,6.0,5.0,B,150
1048,1.0,,,77.0,125.41666666666666,6.0,5.0,B,150
1050,1.0,,,77.0,125.58333333333333,6.0,5.0,B,150
1052,1.0,,,76.0,125.75,6.0,4.0,E,120
1054,1.0,,,74.0,125.91666666666666,6.0,2.0,D,60
1056,1.0,,,72.0,126.08333333333333,6.0,0.0,C,0
1058,1.0,,,69.0,126.20833333333333,5.0,9.0,D#,270
1060,1.0,,,65.0,126.45833333333333,5.0,5.0,B,150
1062,1.0,,,64.0,126.58333333333333,5.0,4.0,E,120
1064,1.0,,,72.0,127.08333333333333,6.0,0.0,C,0
1066,1.0,,,69.0,127.20833333333333,5.0,9.0,D#,270
1068,1.0,,,64.0,127.45833333333333,5.0,4.0,E,120
1070,1.0,,,64.0,127.83333333333333,5.0,4.0,E,120
1072,1.0,,,65.0,128.08333333333331,5.0,5.0,B,150
1074,1.0,,,72.0,128.20833333333331,6.0,0.0,C,0
1076,1.0,,,72.0,128.45833333333331,6.0,0.0,C,0
1078,1.0,,,65.0,128.58333333333331,5.0,5.0,B,150
1080,1.0,,,67.0,129.08333333333331,5.0,7.0,C#,210
1082,1.0,,,74.0,129.20833333333331,6.0,2.0,D,60
1084,1.0,,,74.0,129.45833333333331,6.0,2.0,D,60
1086,1.0,,,74.0,129.58333333333331,6.0,2.0,D,60
1088,1.0,,,72.0,129.75,6.0,0.0,C,0
1090,1.0,,,71.0,129.91666666666666,5.0,11.0,F,330
1092,1.0,,,67.0,130.08333333333331,5.0,7.0,C#,210
1094,1.0,,,64.0,130.20833333333331,5.0,4.0,E,120
1096,1.0,,,64.0,130.45833333333331,5.0,4.0,E,120
1098,1.0,,,60.0,130.58333333333331,5.0,0.0,C,0
1100,1.0,,,68.0,131.08333333333331,5.0,8.0,G#,240
1102,1.0,,,68.0,131.20833333333331,5.0,8.0,G#,240
1104,1.0,,,68.0,131.45833333333331,5.0,8.0,G#,240
1106,1.0,,,68.0,131.70833333333331,5.0,8.0,G#,240
1108,1.0,,,70.0,131.83333333333331,5.0,10.0,A#,300
1110,1.0,,,67.0,132.08333333333331,5.0,7.0,C#,210
1112,1.0,,,64.0,132.20833333333331,5.0,4.0,E,120
1114,1.0,,,64.0,132.45833333333331,5.0,4.0,E,120
1116,1.0,,,60.0,132.58333333333331,5.0,0.0,C,0
1118,1.0,,,68.0,133.08333333333331,5.0,8.0,G#,240
1120,1.0,,,68.0,133.20833333333331,5.0,8.0,G#,240
1122,1.0,,,68.0,133.45833333333331,5.0,8.0,G#,240
1124,1.0,,,68.0,133.70833333333331,5.0,8.0,G#,240
1126,1.0,,,70.0,133.83333333333331,5.0,10.0,A#,300
1128,1.0,,,67.0,133.95833333333331,5.0,7.0,C#,210
1130,1.0,,,68.0,135.08333333333331,5.0,8.0,G#,240
1132,1.0,,,68.0,135.20833333333331,5.0,8.0,G#,240
1134,1.0,,,68.0,135.45833333333331,5.0,8.0,G#,240
1136,1.0,,,68.0,135.70833333333331,5.0,8.0,G#,240
1138,1.0,,,70.0,135.83333333333331,5.0,10.0,A#,300
1140,1.0,,,67.0,136.08333333333331,5.0,7.0,C#,210
1142,1.0,,,64.0,136.20833333333331,5.0,4.0,E,120
1144,1.0,,,64.0,136.45833333333331,5.0,4.0,E,120
1146,1.0,,,60.0,136.58333333333331,5.0,0.0,C,0
1148,1.0,,,66.0,137.08333333333331,5.0,6.0,F#,180
1150,1.0,,,66.0,137.20833333333331,5.0,6.0,F#,180
1152,1.0,,,66.0,137.45833333333331,5.0,6.0,F#,180
1154,1.0,,,66.0,137.70833333333331,5.0,6.0,F#,180
1156,1.0,,,66.0,137.83333333333331,5.0,6.0,F#,180
1158,1.0,,,71.0,138.08333333333331,5.0,11.0,F,330
1160,1.0,,,67.0,138.58333333333331,5.0,7.0,C#,210
1162,1.0,,,72.0,139.08333333333331,6.0,0.0,C,0
1164,1.0,,,69.0,139.20833333333331,5.0,9.0,D#,270
1166,1.0,,,64.0,139.45833333333331,5.0,4.0,E,120
1168,1.0,,,64.0,139.83333333333331,5.0,4.0,E,120
1170,1.0,,,65.0,140.08333333333331,5.0,5.0,B,150
1172,1.0,,,72.0,140.20833333333331,6.0,0.0,C,0
1174,1.0,,,72.0,140.45833333333331,6.0,0.0,C,0
1176,1.0,,,65.0,140.58333333333331,5.0,5.0,B,150
1178,1.0,,,67.0,141.08333333333331,5.0,7.0,C#,210
1180,1.0,,,77.0,141.25,6.0,5.0,B,150
1182,1.0,,,77.0,141.41666666666666,6.0,5.0,B,150
1184,1.0,,,77.0,141.58333333333331,6.0,5.0,B,150
1186,1.0,,,76.0,141.75,6.0,4.0,E,120
1188,1.0,,,74.0,141.91666666666666,6.0,2.0,D,60
1190,1.0,,,72.0,142.08333333333331,6.0,0.0,C,0
1192,1.0,,,69.0,142.20833333333331,5.0,9.0,D#,270
1194,1.0,,,65.0,142.45833333333331,5.0,5.0,B,150
1196,1.0,,,64.0,142.58333333333331,5.0,4.0,E,120
1198,1.0,,,72.0,143.08333333333331,6.0,0.0,C,0
1200,1.0,,,69.0,143.20833333333331,5.0,9.0,D#,270
1202,1.0,,,64.0,143.45833333333331,5.0,4.0,E,120
1204,1.0,,,64.0,143.83333333333331,5.0,4.0,E,120
1206,1.0,,,65.0,144.08333333333331,5.0,5.0,B,150
1208,1.0,,,72.0,144.20833333333331,6.0,0.0,C,0
1210,1.0,,,72.0,144.45833333333331,6.0,0.0,C,0
1212,1.0,,,65.0,144.58333333333331,5.0,5.0,B,150
1214,1.0,,,67.0,145.08333333333331,5.0,7.0,C#,210
1216,1.0,,,74.0,145.20833333333331,6.0,2.0,D,60
1218,1.0,,,74.0,145.45833333333331,6.0,2.0,D,60
1220,1.0,,,74.0,145.58333333333331,6.0,2.0,D,60
1222,1.0,,,72.0,145.75,6.0,0.0,C,0
1224,1.0,,,71.0,145.91666666666666,5.0,11.0,F,330
1226,1.0,,,67.0,146.08333333333331,5.0,7.0,C#,210
1228,1.0,,,64.0,146.20833333333331,5.0,4.0,E,120
1230,1.0,,,64.0,146.45833333333331,5.0,4.0,E,120
1232,1.0,,,60.0,146.58333333333331,5.0,0.0,C,0
1240,2.0,,,50.0,146.66666666666666,4.0,2.0,D,60
1242,2.0,,,50.0,146.79166666666666,4.0,2.0,D,60
1244,2.0,,,50.0,147.04166666666666,4.0,2.0,D,60
1246,2.0,,,50.0,147.29166666666666,4.0,2.0,D,60
1248,2.0,,,50.0,147.41666666666666,4.0,2.0,D,60
1250,2.0,,,67.0,147.66666666666666,5.0,7.0,C#,210
1252,2.0,,,55.0,148.16666666666666,4.0,7.0,C#,210
1254,2.0,,,55.0,148.66666666666666,4.0,7.0,C#,210
1256,2.0,,,52.0,149.04166666666666,4.0,4.0,E,120
1258,2.0,,,48.0,149.41666666666666,4.0,0.0,C,0
1260,2.0,,,53.0,149.79166666666666,4.0,5.0,B,150
1262,2.0,,,55.0,150.04166666666666,4.0,7.0,C#,210
1264,2.0,,,54.0,150.29166666666666,4.0,6.0,F#,180
1266,2.0,,,53.0,150.41666666666666,4.0,5.0,B,150
1268,2.0,,,52.0,150.66666666666666,4.0,4.0,E,120
1270,2.0,,,60.0,150.83333333333331,5.0,0.0,C,0
1272,2.0,,,64.0,151.0,5.0,4.0,E,120
1274,2.0,,,65.0,151.16666666666666,5.0,5.0,B,150
1276,2.0,,,62.0,151.41666666666666,5.0,2.0,D,60
1278,2.0,,,64.0,151.54166666666666,5.0,4.0,E,120
1280,2.0,,,60.0,151.79166666666666,5.0,0.0,C,0
1282,2.0,,,57.0,152.04166666666666,4.0,9.0,D#,270
1284,2.0,,,59.0,152.16666666666666,4.0,11.0,F,330
1286,2.0,,,55.0,152.29166666666666,4.0,7.0,C#,210
1288,2.0,,,55.0,152.66666666666666,4.0,7.0,C#,210
1290,2.0,,,52.0,153.04166666666666,4.0,4.0,E,120
1292,2.0,,,48.0,153.41666666666666,4.0,0.0,C,0
1294,2.0,,,53.0,153.79166666666666,4.0,5.0,B,150
1296,2.0,,,55.0,154.04166666666666,4.0,7.0,C#,210
1298,2.0,,,54.0,154.29166666666666,4.0,6.0,F#,180
1300,2.0,,,53.0,154.41666666666666,4.0,5.0,B,150
1302,2.0,,,52.0,154.66666666666666,4.0,4.0,E,120
1304,2.0,,,60.0,154.83333333333331,5.0,0.0,C,0
1306,2.0,,,64.0,155.0,5.0,4.0,E,120
1308,2.0,,,65.0,155.16666666666666,5.0,5.0,B,150
1310,2.0,,,62.0,155.41666666666666,5.0,2.0,D,60
1312,2.0,,,64.0,155.54166666666666,5.0,4.0,E,120
